Text,Sentiment
"Avalanche recorded a -7.39% change in the last 24 hours, with a trading volume of $1214510.57 and market cap $495780723518.35. News sentiment score is 0.291 and social sentiment is 0.171.",Negative
"Avalanche recorded a 10.16% change in the last 24 hours, with a trading volume of $2670881.94 and market cap $88724848526.88. News sentiment score is 0.13 and social sentiment is -0.173.",Negative
"Algorand recorded a 12.08% change in the last 24 hours, with a trading volume of $9659644.65 and market cap $1968244078.37. News sentiment score is -0.107 and social sentiment is 0.025.",Negative
"Ethereum recorded a -1.03% change in the last 24 hours, with a trading volume of $7658610.44 and market cap $36013245605047.9. News sentiment score is -0.055 and social sentiment is -0.043.",Negative
"Chainlink recorded a 18.73% change in the last 24 hours, with a trading volume of $6365821.55 and market cap $222913754141.89. News sentiment score is 0.369 and social sentiment is 0.147.",Negative
"Polkadot recorded a -8.77% change in the last 24 hours, with a trading volume of $2344039.01 and market cap $18019961555.48. News sentiment score is 0.198 and social sentiment is 0.242.",Negative
"Polkadot recorded a 3.32% change in the last 24 hours, with a trading volume of $817075.65 and market cap $179428500127.28. News sentiment score is 0.413 and social sentiment is 0.08.",Neutral
"Chainlink recorded a -5.95% change in the last 24 hours, with a trading volume of $2166416.89 and market cap $173884449116.63. News sentiment score is -0.534 and social sentiment is 0.051.",Negative
"Chainlink recorded a 12.55% change in the last 24 hours, with a trading volume of $1658501.68 and market cap $297820408586.44. News sentiment score is 0.357 and social sentiment is 0.024.",Negative
"Ethereum recorded a 7.09% change in the last 24 hours, with a trading volume of $3484655.06 and market cap $65100894411281.1. News sentiment score is 0.144 and social sentiment is 0.042.",Negative
"Algorand recorded a -7.01% change in the last 24 hours, with a trading volume of $4684069.76 and market cap $5742630508.56. News sentiment score is 0.065 and social sentiment is -0.202.",Negative
"Polkadot recorded a -7.14% change in the last 24 hours, with a trading volume of $3000308.4 and market cap $18608884454.6. News sentiment score is -0.173 and social sentiment is -0.292.",Negative
"Ethereum recorded a -2.46% change in the last 24 hours, with a trading volume of $9307324.87 and market cap $30623682623006.05. News sentiment score is -0.271 and social sentiment is -0.081.",Negative
"Polygon recorded a -6.62% change in the last 24 hours, with a trading volume of $3562436.22 and market cap $17663823777.4. News sentiment score is 0.071 and social sentiment is 0.192.",Negative
"Algorand recorded a -1.23% change in the last 24 hours, with a trading volume of $1225383.22 and market cap $2028483222.42. News sentiment score is -0.336 and social sentiment is 0.151.",Negative
"Bitcoin recorded a 4.9% change in the last 24 hours, with a trading volume of $2046074.49 and market cap $136808771188311.77. News sentiment score is -0.503 and social sentiment is -0.203.",Negative
"Cardano recorded a -5.4% change in the last 24 hours, with a trading volume of $3396507.02 and market cap $8359099602.32. News sentiment score is -0.703 and social sentiment is -0.296.",Negative
"Cardano recorded a -6.95% change in the last 24 hours, with a trading volume of $8079301.66 and market cap $1812050548.73. News sentiment score is 0.641 and social sentiment is 0.42.",Positive
"Avalanche recorded a 6.45% change in the last 24 hours, with a trading volume of $8957230.94 and market cap $287398457961.33. News sentiment score is 0.553 and social sentiment is 0.5.",Neutral
"Solana recorded a 8.39% change in the last 24 hours, with a trading volume of $1332807.68 and market cap $1323866759211.55. News sentiment score is 0.086 and social sentiment is -0.186.",Negative
"Cosmos recorded a 3.86% change in the last 24 hours, with a trading volume of $5656980.99 and market cap $261763273739.19. News sentiment score is 0.221 and social sentiment is 0.144.",Negative
"Polygon recorded a 4.57% change in the last 24 hours, with a trading volume of $1004025.02 and market cap $20903115602.39. News sentiment score is 0.058 and social sentiment is 0.021.",Negative
"Polygon recorded a 4.12% change in the last 24 hours, with a trading volume of $5541130.7 and market cap $21352786714.33. News sentiment score is -0.158 and social sentiment is 0.002.",Negative
"Avalanche recorded a -4.63% change in the last 24 hours, with a trading volume of $11345522.02 and market cap $144559897965.97. News sentiment score is 0.287 and social sentiment is 0.466.",Negative
"Cardano recorded a -6.59% change in the last 24 hours, with a trading volume of $4078820.75 and market cap $2688477639.08. News sentiment score is 0.283 and social sentiment is 0.178.",Negative
"Cardano recorded a -20.49% change in the last 24 hours, with a trading volume of $1579815.78 and market cap $790422319.98. News sentiment score is -0.034 and social sentiment is 0.105.",Negative
"Cosmos recorded a 5.0% change in the last 24 hours, with a trading volume of $1331676.16 and market cap $6496722877.06. News sentiment score is 0.049 and social sentiment is -0.018.",Negative
"Polkadot recorded a -6.41% change in the last 24 hours, with a trading volume of $456497.62 and market cap $69245066016.96. News sentiment score is -0.016 and social sentiment is -0.126.",Negative
"Polkadot recorded a -6.88% change in the last 24 hours, with a trading volume of $1057756.8 and market cap $71821073296.13. News sentiment score is -0.343 and social sentiment is -0.05.",Negative
"Avalanche recorded a 2.56% change in the last 24 hours, with a trading volume of $2845660.45 and market cap $600895693020.45. News sentiment score is -0.133 and social sentiment is -0.355.",Negative
"Avalanche recorded a 8.17% change in the last 24 hours, with a trading volume of $1830405.96 and market cap $122539324784.82. News sentiment score is -0.497 and social sentiment is -0.589.",Negative
"Chainlink recorded a -11.07% change in the last 24 hours, with a trading volume of $501120.39 and market cap $242155493407.88. News sentiment score is -0.322 and social sentiment is 0.106.",Negative
"Solana recorded a 9.45% change in the last 24 hours, with a trading volume of $7622129.19 and market cap $548527302635.91. News sentiment score is -0.448 and social sentiment is -0.185.",Negative
"Ethereum recorded a 5.23% change in the last 24 hours, with a trading volume of $1908255.43 and market cap $3187847010278.65. News sentiment score is 0.047 and social sentiment is -0.131.",Negative
"Bitcoin recorded a 9.11% change in the last 24 hours, with a trading volume of $2304780.15 and market cap $753156953978138.6. News sentiment score is -0.519 and social sentiment is -0.265.",Negative
"Cardano recorded a -4.0% change in the last 24 hours, with a trading volume of $2978409.29 and market cap $6443819820.81. News sentiment score is -0.046 and social sentiment is -0.241.",Negative
"Chainlink recorded a 10.52% change in the last 24 hours, with a trading volume of $5942786.4 and market cap $315493897288.64. News sentiment score is 0.077 and social sentiment is -0.04.",Negative
"Chainlink recorded a 12.92% change in the last 24 hours, with a trading volume of $3343673.92 and market cap $226533501628.01. News sentiment score is -0.087 and social sentiment is 0.143.",Negative
"Cardano recorded a 7.9% change in the last 24 hours, with a trading volume of $7150264.25 and market cap $6982324852.28. News sentiment score is -0.073 and social sentiment is -0.173.",Negative
"Cardano recorded a -1.34% change in the last 24 hours, with a trading volume of $4127004.83 and market cap $5675390057.58. News sentiment score is -0.015 and social sentiment is 0.086.",Negative
"Cosmos recorded a 10.36% change in the last 24 hours, with a trading volume of $4393430.03 and market cap $211338609871.24. News sentiment score is -0.348 and social sentiment is 0.238.",Negative
"Polygon recorded a 9.67% change in the last 24 hours, with a trading volume of $5024075.78 and market cap $20412400955.35. News sentiment score is -0.106 and social sentiment is 0.089.",Negative
"Bitcoin recorded a -7.72% change in the last 24 hours, with a trading volume of $7004921.75 and market cap $262951081384503.2. News sentiment score is -0.098 and social sentiment is -0.177.",Negative
"Polygon recorded a -7.31% change in the last 24 hours, with a trading volume of $3802138.97 and market cap $16512328232.7. News sentiment score is -0.213 and social sentiment is -0.509.",Negative
"Cosmos recorded a -5.97% change in the last 24 hours, with a trading volume of $3168737.93 and market cap $45896445102.75. News sentiment score is 0.1 and social sentiment is -0.241.",Negative
"Polkadot recorded a 5.84% change in the last 24 hours, with a trading volume of $17819269.98 and market cap $150491519592.84. News sentiment score is 0.009 and social sentiment is 0.278.",Negative
"Ethereum recorded a 5.78% change in the last 24 hours, with a trading volume of $13105996.99 and market cap $11712251567744.75. News sentiment score is -0.342 and social sentiment is -0.07.",Negative
"Polkadot recorded a 8.48% change in the last 24 hours, with a trading volume of $2416665.94 and market cap $151850922138.9. News sentiment score is -0.137 and social sentiment is -0.061.",Negative
"Avalanche recorded a 12.72% change in the last 24 hours, with a trading volume of $2124350.8 and market cap $118343971689.04. News sentiment score is -0.309 and social sentiment is -0.471.",Negative
"Polkadot recorded a -0.72% change in the last 24 hours, with a trading volume of $266218.96 and market cap $118417664672.11. News sentiment score is 0.453 and social sentiment is 0.524.",Neutral
"Polkadot recorded a -0.62% change in the last 24 hours, with a trading volume of $719644.4 and market cap $90105820304.56. News sentiment score is -0.259 and social sentiment is -0.34.",Negative
"Cardano recorded a 6.67% change in the last 24 hours, with a trading volume of $4113133.18 and market cap $8797562994.41. News sentiment score is 0.185 and social sentiment is 0.105.",Negative
"Cosmos recorded a 10.41% change in the last 24 hours, with a trading volume of $19059809.83 and market cap $98196815570.57. News sentiment score is -0.87 and social sentiment is -0.269.",Negative
"Ethereum recorded a 0.22% change in the last 24 hours, with a trading volume of $6317521.63 and market cap $47337444344955.7. News sentiment score is -0.225 and social sentiment is 0.169.",Negative
"Polkadot recorded a 7.34% change in the last 24 hours, with a trading volume of $1353872.09 and market cap $69505845992.97. News sentiment score is 0.306 and social sentiment is 0.685.",Negative
"Polygon recorded a 9.32% change in the last 24 hours, with a trading volume of $7093642.95 and market cap $1860079704.81. News sentiment score is 0.241 and social sentiment is 0.158.",Negative
"Ethereum recorded a -13.55% change in the last 24 hours, with a trading volume of $3175086.39 and market cap $56437423630398.91. News sentiment score is 0.095 and social sentiment is 0.434.",Negative
"Bitcoin recorded a -8.02% change in the last 24 hours, with a trading volume of $17308814.21 and market cap $989087091119894.8. News sentiment score is -0.583 and social sentiment is -0.135.",Negative
"Ethereum recorded a -5.55% change in the last 24 hours, with a trading volume of $6143888.39 and market cap $29658735913824.39. News sentiment score is 0.103 and social sentiment is -0.042.",Negative
"Polygon recorded a 10.68% change in the last 24 hours, with a trading volume of $12613681.67 and market cap $17316863879.29. News sentiment score is 0.197 and social sentiment is 0.209.",Negative
"Algorand recorded a 5.24% change in the last 24 hours, with a trading volume of $8926219.04 and market cap $3301705363.65. News sentiment score is -0.229 and social sentiment is -0.223.",Negative
"Polkadot recorded a -5.79% change in the last 24 hours, with a trading volume of $3271688.96 and market cap $117606903887.18. News sentiment score is -0.224 and social sentiment is -0.122.",Negative
"Cardano recorded a -4.44% change in the last 24 hours, with a trading volume of $1169981.66 and market cap $7747502603.47. News sentiment score is -0.132 and social sentiment is -0.191.",Negative
"Solana recorded a 0.8% change in the last 24 hours, with a trading volume of $2704876.4 and market cap $1611335592851.52. News sentiment score is 0.148 and social sentiment is 0.052.",Negative
"Ethereum recorded a -8.86% change in the last 24 hours, with a trading volume of $2951694.45 and market cap $33092210093308.68. News sentiment score is 0.373 and social sentiment is 0.103.",Negative
"Polygon recorded a 7.45% change in the last 24 hours, with a trading volume of $244131.66 and market cap $5403718711.27. News sentiment score is 0.062 and social sentiment is 0.41.",Negative
"Polygon recorded a -7.63% change in the last 24 hours, with a trading volume of $10742037.64 and market cap $4440054029.6. News sentiment score is 0.047 and social sentiment is 0.103.",Negative
"Avalanche recorded a -5.19% change in the last 24 hours, with a trading volume of $5111079.66 and market cap $465628939314.31. News sentiment score is 0.254 and social sentiment is 0.215.",Negative
"Polkadot recorded a -13.85% change in the last 24 hours, with a trading volume of $1197910.26 and market cap $23797305599.2. News sentiment score is 0.324 and social sentiment is -0.081.",Negative
"Cardano recorded a 5.33% change in the last 24 hours, with a trading volume of $1509704.98 and market cap $262461235.87. News sentiment score is 0.601 and social sentiment is -0.073.",Positive
"Ethereum recorded a 6.05% change in the last 24 hours, with a trading volume of $673214.84 and market cap $37933638295230.38. News sentiment score is 0.007 and social sentiment is 0.529.",Negative
"Polkadot recorded a -6.68% change in the last 24 hours, with a trading volume of $12205046.54 and market cap $142445829300.57. News sentiment score is 0.042 and social sentiment is 0.004.",Negative
"Solana recorded a -2.88% change in the last 24 hours, with a trading volume of $6181528.67 and market cap $160456368965.92. News sentiment score is -0.314 and social sentiment is -0.172.",Negative
"Solana recorded a -7.73% change in the last 24 hours, with a trading volume of $3778801.62 and market cap $1737065440791.89. News sentiment score is -0.324 and social sentiment is -0.155.",Negative
"Polkadot recorded a -1.04% change in the last 24 hours, with a trading volume of $8828239.98 and market cap $42731572482.17. News sentiment score is 0.021 and social sentiment is 0.184.",Negative
"Solana recorded a 8.04% change in the last 24 hours, with a trading volume of $4119209.31 and market cap $1315962227704.9. News sentiment score is 0.021 and social sentiment is -0.051.",Negative
"Avalanche recorded a -12.63% change in the last 24 hours, with a trading volume of $6302964.61 and market cap $66674419847.59. News sentiment score is -0.174 and social sentiment is -0.332.",Negative
"Avalanche recorded a 6.8% change in the last 24 hours, with a trading volume of $1263104.2 and market cap $639377360275.55. News sentiment score is 0.351 and social sentiment is 0.007.",Negative
"Polkadot recorded a 1.9% change in the last 24 hours, with a trading volume of $1009947.76 and market cap $7833111223.16. News sentiment score is 0.033 and social sentiment is 0.019.",Negative
"Cardano recorded a 10.67% change in the last 24 hours, with a trading volume of $8995695.24 and market cap $1677150315.22. News sentiment score is -0.122 and social sentiment is -0.315.",Negative
"Solana recorded a -0.74% change in the last 24 hours, with a trading volume of $12955117.22 and market cap $765628470495.04. News sentiment score is -0.212 and social sentiment is -0.188.",Negative
"Chainlink recorded a -7.22% change in the last 24 hours, with a trading volume of $6701123.1 and market cap $185456568574.42. News sentiment score is 0.165 and social sentiment is -0.196.",Negative
"Avalanche recorded a -0.17% change in the last 24 hours, with a trading volume of $4535713.85 and market cap $515479200657.75. News sentiment score is -0.359 and social sentiment is 0.02.",Negative
"Avalanche recorded a -6.52% change in the last 24 hours, with a trading volume of $4988180.15 and market cap $307062967179.15. News sentiment score is -0.13 and social sentiment is 0.179.",Negative
"Chainlink recorded a 0.39% change in the last 24 hours, with a trading volume of $7742200.21 and market cap $83095775200.94. News sentiment score is -0.286 and social sentiment is 0.053.",Negative
"Avalanche recorded a -0.98% change in the last 24 hours, with a trading volume of $4406297.43 and market cap $234274730275.65. News sentiment score is -0.094 and social sentiment is -0.154.",Negative
"Algorand recorded a 3.89% change in the last 24 hours, with a trading volume of $1369156.8 and market cap $4869057283.58. News sentiment score is -0.325 and social sentiment is 0.239.",Negative
"Solana recorded a -4.74% change in the last 24 hours, with a trading volume of $11567438.53 and market cap $790799350351.93. News sentiment score is 0.342 and social sentiment is 0.417.",Negative
"Polygon recorded a 6.91% change in the last 24 hours, with a trading volume of $6115308.95 and market cap $24808259608.3. News sentiment score is -0.23 and social sentiment is -0.308.",Negative
"Polygon recorded a -16.91% change in the last 24 hours, with a trading volume of $4892827.76 and market cap $13224761187.54. News sentiment score is -0.163 and social sentiment is -0.482.",Negative
"Ethereum recorded a 7.37% change in the last 24 hours, with a trading volume of $21526778.92 and market cap $41635898275400.24. News sentiment score is 0.0 and social sentiment is 0.203.",Negative
"Polkadot recorded a -3.56% change in the last 24 hours, with a trading volume of $3549586.13 and market cap $168294001686.86. News sentiment score is 0.404 and social sentiment is 0.43.",Neutral
"Chainlink recorded a 6.43% change in the last 24 hours, with a trading volume of $7833995.9 and market cap $22091990736.98. News sentiment score is 0.121 and social sentiment is 0.011.",Negative
"Cosmos recorded a 9.61% change in the last 24 hours, with a trading volume of $11521105.87 and market cap $154756287575.64. News sentiment score is -0.003 and social sentiment is 0.477.",Negative
"Avalanche recorded a -4.47% change in the last 24 hours, with a trading volume of $21048215.96 and market cap $449030011959.67. News sentiment score is -0.318 and social sentiment is 0.142.",Negative
"Bitcoin recorded a -1.11% change in the last 24 hours, with a trading volume of $9380755.35 and market cap $388242460465742.0. News sentiment score is 0.136 and social sentiment is 0.244.",Negative
"Polygon recorded a -1.95% change in the last 24 hours, with a trading volume of $8155522.84 and market cap $15359306644.47. News sentiment score is 0.206 and social sentiment is 0.171.",Negative
"Algorand recorded a -0.61% change in the last 24 hours, with a trading volume of $420957.96 and market cap $4295784371.46. News sentiment score is -0.52 and social sentiment is -0.302.",Negative
"Cardano recorded a -1.09% change in the last 24 hours, with a trading volume of $1550694.26 and market cap $545646569.11. News sentiment score is 0.093 and social sentiment is -0.216.",Negative
"Ethereum recorded a 12.44% change in the last 24 hours, with a trading volume of $12433355.0 and market cap $40722689129092.29. News sentiment score is 0.081 and social sentiment is 0.051.",Negative
"Avalanche recorded a -6.66% change in the last 24 hours, with a trading volume of $9432281.58 and market cap $273272796373.76. News sentiment score is -0.221 and social sentiment is -0.091.",Negative
"Cosmos recorded a -2.6% change in the last 24 hours, with a trading volume of $21876830.29 and market cap $164465347085.31. News sentiment score is -0.321 and social sentiment is -0.256.",Negative
"Algorand recorded a -5.71% change in the last 24 hours, with a trading volume of $3373311.75 and market cap $3435813426.7. News sentiment score is 0.393 and social sentiment is 0.311.",Negative
"Bitcoin recorded a -1.73% change in the last 24 hours, with a trading volume of $2999338.13 and market cap $642545843284350.2. News sentiment score is -0.061 and social sentiment is -0.212.",Negative
"Algorand recorded a 2.53% change in the last 24 hours, with a trading volume of $550911.99 and market cap $5293742149.46. News sentiment score is -0.077 and social sentiment is 0.413.",Negative
"Chainlink recorded a 6.01% change in the last 24 hours, with a trading volume of $541643.98 and market cap $297795673670.65. News sentiment score is -0.015 and social sentiment is -0.132.",Negative
"Avalanche recorded a -0.33% change in the last 24 hours, with a trading volume of $12077299.63 and market cap $30663641014.44. News sentiment score is 0.266 and social sentiment is 0.213.",Negative
"Polkadot recorded a -3.44% change in the last 24 hours, with a trading volume of $3287890.13 and market cap $96776003402.68. News sentiment score is 0.086 and social sentiment is -0.177.",Negative
"Cardano recorded a -3.45% change in the last 24 hours, with a trading volume of $3693254.58 and market cap $7760921518.84. News sentiment score is -0.217 and social sentiment is 0.036.",Negative
"Algorand recorded a -7.14% change in the last 24 hours, with a trading volume of $2319252.31 and market cap $5918837599.37. News sentiment score is 0.589 and social sentiment is 0.456.",Neutral
"Avalanche recorded a -11.14% change in the last 24 hours, with a trading volume of $913154.72 and market cap $522506852805.94. News sentiment score is 0.056 and social sentiment is 0.299.",Negative
"Polygon recorded a -0.87% change in the last 24 hours, with a trading volume of $895426.53 and market cap $8327106544.2. News sentiment score is -0.121 and social sentiment is -0.337.",Negative
"Solana recorded a 3.61% change in the last 24 hours, with a trading volume of $11582944.84 and market cap $425701909825.55. News sentiment score is 0.077 and social sentiment is -0.292.",Negative
"Polygon recorded a -0.98% change in the last 24 hours, with a trading volume of $16634060.41 and market cap $23545138605.47. News sentiment score is -0.728 and social sentiment is -0.115.",Negative
"Avalanche recorded a 10.68% change in the last 24 hours, with a trading volume of $3230372.54 and market cap $274600766435.38. News sentiment score is -0.556 and social sentiment is -0.193.",Negative
"Cardano recorded a -16.25% change in the last 24 hours, with a trading volume of $972536.99 and market cap $4666090780.95. News sentiment score is 0.162 and social sentiment is 0.288.",Negative
"Cardano recorded a 2.97% change in the last 24 hours, with a trading volume of $19502737.01 and market cap $8387458200.58. News sentiment score is -0.348 and social sentiment is -0.186.",Negative
"Chainlink recorded a -12.54% change in the last 24 hours, with a trading volume of $9987453.37 and market cap $123074979315.89. News sentiment score is 0.191 and social sentiment is 0.212.",Negative
"Ethereum recorded a 7.09% change in the last 24 hours, with a trading volume of $337537.67 and market cap $38176829872976.77. News sentiment score is 0.214 and social sentiment is -0.071.",Negative
"Algorand recorded a 8.28% change in the last 24 hours, with a trading volume of $7594226.67 and market cap $632954630.14. News sentiment score is 0.094 and social sentiment is 0.134.",Negative
"Algorand recorded a 0.14% change in the last 24 hours, with a trading volume of $2521598.13 and market cap $7316996520.27. News sentiment score is 0.021 and social sentiment is 0.044.",Negative
"Cardano recorded a 17.91% change in the last 24 hours, with a trading volume of $4149904.57 and market cap $7554836141.96. News sentiment score is -0.207 and social sentiment is 0.055.",Negative
"Chainlink recorded a -3.16% change in the last 24 hours, with a trading volume of $7975540.65 and market cap $222380756254.89. News sentiment score is 0.494 and social sentiment is 0.093.",Neutral
"Solana recorded a 2.37% change in the last 24 hours, with a trading volume of $4288189.43 and market cap $192206970603.28. News sentiment score is 0.067 and social sentiment is 0.177.",Negative
"Bitcoin recorded a -8.18% change in the last 24 hours, with a trading volume of $2427613.57 and market cap $483236720650160.7. News sentiment score is -0.206 and social sentiment is -0.374.",Negative
"Cosmos recorded a 2.55% change in the last 24 hours, with a trading volume of $6395271.11 and market cap $57566787013.18. News sentiment score is 0.313 and social sentiment is 0.199.",Negative
"Polygon recorded a -6.09% change in the last 24 hours, with a trading volume of $1376284.82 and market cap $5212610656.63. News sentiment score is 0.125 and social sentiment is -0.261.",Negative
"Algorand recorded a -9.9% change in the last 24 hours, with a trading volume of $11720036.22 and market cap $1245382757.08. News sentiment score is -0.051 and social sentiment is -0.202.",Negative
"Avalanche recorded a 14.33% change in the last 24 hours, with a trading volume of $326503.21 and market cap $406160526646.27. News sentiment score is 0.412 and social sentiment is 0.502.",Neutral
"Ethereum recorded a 7.06% change in the last 24 hours, with a trading volume of $5173925.81 and market cap $6586598437393.23. News sentiment score is 0.459 and social sentiment is 0.176.",Neutral
"Polygon recorded a -4.65% change in the last 24 hours, with a trading volume of $2211419.45 and market cap $11154780523.97. News sentiment score is -0.207 and social sentiment is -0.05.",Negative
"Algorand recorded a -8.18% change in the last 24 hours, with a trading volume of $4185581.17 and market cap $129573205.51. News sentiment score is 0.142 and social sentiment is 0.1.",Negative
"Chainlink recorded a 8.33% change in the last 24 hours, with a trading volume of $3069445.6 and market cap $112352048176.39. News sentiment score is 0.348 and social sentiment is 0.317.",Negative
"Avalanche recorded a 4.3% change in the last 24 hours, with a trading volume of $1996455.07 and market cap $652793597064.14. News sentiment score is 0.015 and social sentiment is 0.334.",Negative
"Cosmos recorded a -9.24% change in the last 24 hours, with a trading volume of $4836111.57 and market cap $78000151845.03. News sentiment score is 0.1 and social sentiment is 0.134.",Negative
"Solana recorded a 6.87% change in the last 24 hours, with a trading volume of $4208988.61 and market cap $605057642958.74. News sentiment score is 0.366 and social sentiment is 0.079.",Negative
"Chainlink recorded a -0.18% change in the last 24 hours, with a trading volume of $5395646.26 and market cap $230434257589.56. News sentiment score is -0.186 and social sentiment is -0.29.",Negative
"Chainlink recorded a 9.02% change in the last 24 hours, with a trading volume of $9509621.68 and market cap $189156346885.71. News sentiment score is -0.396 and social sentiment is 0.168.",Negative
"Polygon recorded a 0.15% change in the last 24 hours, with a trading volume of $3389347.78 and market cap $23007339134.73. News sentiment score is 0.263 and social sentiment is 0.129.",Negative
"Bitcoin recorded a 1.1% change in the last 24 hours, with a trading volume of $2386105.4 and market cap $99571155919629.28. News sentiment score is -0.133 and social sentiment is -0.091.",Negative
"Bitcoin recorded a 4.94% change in the last 24 hours, with a trading volume of $1492670.58 and market cap $590222093946583.1. News sentiment score is -0.13 and social sentiment is 0.179.",Negative
"Avalanche recorded a -3.18% change in the last 24 hours, with a trading volume of $2444424.94 and market cap $348438395809.26. News sentiment score is 0.545 and social sentiment is 0.342.",Neutral
"Solana recorded a 1.38% change in the last 24 hours, with a trading volume of $1695707.36 and market cap $1545361695750.6. News sentiment score is -0.032 and social sentiment is -0.022.",Negative
"Polygon recorded a -1.58% change in the last 24 hours, with a trading volume of $21846032.24 and market cap $15767462703.71. News sentiment score is 0.245 and social sentiment is 0.364.",Negative
"Polygon recorded a -3.29% change in the last 24 hours, with a trading volume of $4123892.72 and market cap $24161969381.52. News sentiment score is -0.307 and social sentiment is -0.252.",Negative
"Solana recorded a 16.75% change in the last 24 hours, with a trading volume of $1037490.66 and market cap $1294649585112.35. News sentiment score is -0.066 and social sentiment is -0.097.",Negative
"Polkadot recorded a 10.92% change in the last 24 hours, with a trading volume of $4148165.38 and market cap $120316270722.3. News sentiment score is 0.493 and social sentiment is 0.338.",Neutral
"Cosmos recorded a 5.86% change in the last 24 hours, with a trading volume of $6505947.27 and market cap $198073573679.46. News sentiment score is -0.097 and social sentiment is -0.266.",Negative
"Polkadot recorded a 5.88% change in the last 24 hours, with a trading volume of $19459759.96 and market cap $29523967946.2. News sentiment score is 0.055 and social sentiment is -0.122.",Negative
"Algorand recorded a 2.96% change in the last 24 hours, with a trading volume of $7012536.29 and market cap $5055349075.48. News sentiment score is 0.283 and social sentiment is 0.172.",Negative
"Cosmos recorded a -3.78% change in the last 24 hours, with a trading volume of $11071614.07 and market cap $41753784054.04. News sentiment score is 0.502 and social sentiment is 0.497.",Neutral
"Ethereum recorded a -7.67% change in the last 24 hours, with a trading volume of $1362771.8 and market cap $42422258058915.57. News sentiment score is 0.121 and social sentiment is 0.255.",Negative
"Cardano recorded a -9.24% change in the last 24 hours, with a trading volume of $2755462.09 and market cap $8513660073.52. News sentiment score is -0.393 and social sentiment is -0.492.",Negative
"Algorand recorded a -11.12% change in the last 24 hours, with a trading volume of $7086315.93 and market cap $762633773.45. News sentiment score is 0.034 and social sentiment is -0.126.",Negative
"Avalanche recorded a 2.87% change in the last 24 hours, with a trading volume of $5785490.62 and market cap $519144819251.0. News sentiment score is 0.227 and social sentiment is 0.126.",Negative
"Solana recorded a -0.47% change in the last 24 hours, with a trading volume of $14193465.92 and market cap $902437188913.32. News sentiment score is 0.282 and social sentiment is -0.091.",Negative
"Avalanche recorded a 1.91% change in the last 24 hours, with a trading volume of $3578113.96 and market cap $177873438486.17. News sentiment score is 0.639 and social sentiment is 0.192.",Positive
"Ethereum recorded a 10.03% change in the last 24 hours, with a trading volume of $3484778.03 and market cap $61819537889699.8. News sentiment score is -0.468 and social sentiment is -0.225.",Negative
"Algorand recorded a 4.78% change in the last 24 hours, with a trading volume of $7109477.97 and market cap $4960898536.6. News sentiment score is -0.092 and social sentiment is -0.414.",Negative
"Cosmos recorded a 1.63% change in the last 24 hours, with a trading volume of $4579867.1 and market cap $229442605954.62. News sentiment score is 0.156 and social sentiment is 0.256.",Negative
"Chainlink recorded a -12.84% change in the last 24 hours, with a trading volume of $5050627.55 and market cap $103947237802.73. News sentiment score is 0.321 and social sentiment is 0.05.",Negative
"Solana recorded a -13.29% change in the last 24 hours, with a trading volume of $3435032.02 and market cap $1409557725009.1. News sentiment score is 0.187 and social sentiment is 0.023.",Negative
"Bitcoin recorded a 8.27% change in the last 24 hours, with a trading volume of $22874491.87 and market cap $91746437248654.44. News sentiment score is -0.228 and social sentiment is -0.607.",Negative
"Solana recorded a -4.22% change in the last 24 hours, with a trading volume of $1711615.57 and market cap $587348909496.46. News sentiment score is -0.041 and social sentiment is 0.165.",Negative
"Cardano recorded a -13.79% change in the last 24 hours, with a trading volume of $2488982.12 and market cap $6153586337.32. News sentiment score is -0.147 and social sentiment is -0.341.",Negative
"Chainlink recorded a 8.72% change in the last 24 hours, with a trading volume of $3361211.25 and market cap $180035212044.56. News sentiment score is 0.495 and social sentiment is 0.353.",Neutral
"Cosmos recorded a -4.95% change in the last 24 hours, with a trading volume of $16875504.59 and market cap $207354765191.62. News sentiment score is 0.207 and social sentiment is 0.261.",Negative
"Avalanche recorded a 9.7% change in the last 24 hours, with a trading volume of $827726.89 and market cap $323424673651.35. News sentiment score is -0.161 and social sentiment is 0.029.",Negative
"Cardano recorded a -0.05% change in the last 24 hours, with a trading volume of $5561015.62 and market cap $5382486210.94. News sentiment score is 0.019 and social sentiment is 0.196.",Negative
"Polkadot recorded a 10.32% change in the last 24 hours, with a trading volume of $996799.38 and market cap $117452910989.47. News sentiment score is -0.311 and social sentiment is -0.441.",Negative
"Avalanche recorded a 10.4% change in the last 24 hours, with a trading volume of $1656523.62 and market cap $67896316370.5. News sentiment score is -0.16 and social sentiment is -0.302.",Negative
"Polkadot recorded a 21.11% change in the last 24 hours, with a trading volume of $4020320.48 and market cap $34296442198.17. News sentiment score is 0.307 and social sentiment is -0.068.",Negative
"Polygon recorded a -17.81% change in the last 24 hours, with a trading volume of $1739703.12 and market cap $16141114248.05. News sentiment score is 0.192 and social sentiment is 0.093.",Negative
"Cardano recorded a -11.82% change in the last 24 hours, with a trading volume of $12220801.42 and market cap $5887474211.02. News sentiment score is 0.403 and social sentiment is 0.127.",Neutral
"Ethereum recorded a -1.9% change in the last 24 hours, with a trading volume of $1946972.29 and market cap $28722169148395.79. News sentiment score is -0.124 and social sentiment is -0.41.",Negative
